,date,lat,lon,panoID
0,2023-10,44.52415448,11.29366263172407,Q_94PAMIyuCL9-QKYNHS9Q
1,2023-09,44.52446957148532,11.30072671842985,8teCjXvTL86copc68ypZNg
2,2023-09,44.52502883894139,11.30759043799752,9Cpv5GXItkMTb7LvwgM8FA
3,2023-09,44.52769637929656,11.31418590470425,ZvVHLi-X0ef6VbT65KDSqw
4,2023-09,44.53061783894457,11.32041940744362,QQRGUeHcdx3u8vMC3zS-_w
5,2023-10,44.53220496565895,11.32724978122424,e10-UEqvhACU5TN5X8WXnw
6,2023-10,44.53188598681338,11.33423334459758,yo-dWzkxZfv19uqEwDX0lw
7,2023-09,44.53061860443209,11.34111508,jEAlcEkgklk_Uyt5EiyjUw
8,2023-10,44.52918238567602,11.34795456150653,SWmbPTunoAs0GIuwSo5XYg
9,2021-03,44.51803306721072,11.3740144,W8sen6cwhmhK9ICLKKL_qg
10,2023-09,44.43144880395185,11.27632840357182,HqALa7tBXpnAbKlMyshxLA
11,2023-09,44.43828503,11.27786604260225,Y34st2oHN80f97_l2arghw
12,2023-07,44.44507235787078,11.27941362861349,FE5ytRa5zJW23DLaYfRi0Q
13,2023-07,44.48093450719551,11.43120731408042,uUX7WI9jwGwudqj9TdF9lQ
14,2023-10,44.48067931757605,11.42987494,rw-j_49hfoltyHswgDr1ZA
15,2023-09,44.49172162,11.27048986315321,3I-0SdYqSYejdRvkoHgpCA
16,2023-09,44.49862216299397,11.27169460744833,Ioln0BZM7KWjjHKZ3jsOng
17,2023-09,44.50543713789189,11.27300907729058,zZ4-V94lyDgWg-pxCxfkQA
18,2023-09,44.51124585050879,11.27675433130508,gUcwMhIB4haaZoDwSExcJw
19,2023-09,44.51659837406611,11.28137301976772,VQzgaBQVnr48kv29lNLIDw
20,2023-09,44.52181048200561,11.28604544202217,tMeF7lr42Zh0RHKC3ED-aw
21,2023-07,44.52404472839444,11.29252971637096,z24Uga6CybxC26CCae62pg
22,2023-07,44.48614756395151,11.26439474585099,crRaZd2vSmcOfU6eFfa6gw
23,2023-10,44.47979044,11.44716405,sdSGeri0zcqWs7IH8xFn3w
24,2023-10,44.48067114,11.44033764787581,j17dI7Ost92Jvup0nsxiPg
25,2023-10,44.48067475,11.43324633,szdGI36xofUgWgbasOFNVg
26,2023-08,44.48466361394283,11.25849680413799,GACqG0_lBnS9kW2ItS_VdA
27,2015-07,44.49726005125262,11.35050755886042,InttJ2mm5Y-b7rdeAj19RQ
28,2022-07,44.46596359668834,11.4206858,5j7mpYfNi-_qc_mgdp3WHQ
29,2020-08,44.4912635,11.34653063591532,VpEv9OK5-RIvK9PHbNfRSg
30,2022-04,44.48134437073809,11.34941003082717,bZ8kUVcMBEF3evPiSf9hnQ
31,2022-04,44.47999196696204,11.34818175,583de-GL3mYxDVdCyVEAmg
32,2022-04,44.48280361684505,11.34310124551276,Uyi4XUQiGaqII8MJ0kWb-w
33,2022-03,44.48233901,11.27643001412315,56Faex6RMQQOhcR-mAiJng
34,2022-03,44.48146916,11.27574018695323,BJ7lNskdqZslvkbybrjCAw
35,2022-03,44.48007399100139,11.27300331,FA_UmNiajeb70R4z0rxn3g
36,2022-03,44.48263266176288,11.27523612587451,upWzzxjTikY10nnUh-_6kg
37,2023-10,44.47902035439485,11.27233057819798,33T9WK21B9a7ceIwkwWJbA
