Unnamed: 0,date,lat,lon,panoID,probability ,wall,building,sky,greenery,terrain type ,vehicles,path ,person,fence,signboard,pole,bicycle
0,2023-10,44.52415448,11.29366263172407,Q_94PAMIyuCL9-QKYNHS9Q,0.727230132,0,0,0,0,0,0,0,0,0,0,0,0
1,2023-09,44.52446957148532,11.30072671842985,8teCjXvTL86copc68ypZNg,0.706975607,1.36,0.8,42.24,7.48,0.01,2.73,35.02,0,2.64,0.18,0,0
2,2023-09,44.52502883894139,11.30759043799752,9Cpv5GXItkMTb7LvwgM8FA,0.682058672,1.09,0.51,44.89,7.57,0,12.43,23.14,0.02,4.4,0.24,0,0
3,2023-09,44.52769637929656,11.31418590470425,ZvVHLi-X0ef6VbT65KDSqw,0.645745154,2.97,10.6,39.3,4.28,0.1,2.67,38.43,0,0.96,0.06,0,0
4,2023-09,44.53061783894457,11.32041940744362,QQRGUeHcdx3u8vMC3zS-_w,0.608646612,0,0,0,0,0,0,0,0,0,0,0,0
5,2023-10,44.53220496565895,11.32724978122424,e10-UEqvhACU5TN5X8WXnw,0.574008283,20,13.9,17.7,7.59,0.02,4.18,23.85,0.04,1.71,0.03,0.01,0
6,2023-10,44.53188598681338,11.33423334459758,yo-dWzkxZfv19uqEwDX0lw,0.545008314,9.87,0.1,16.82,7.78,0.16,1.38,38.54,0,1.57,0.42,0,0
7,2023-09,44.53061860443209,11.34111508,jEAlcEkgklk_Uyt5EiyjUw,0.518098603,0,0,0,0,0,0,0,0,0,0,0,0
8,2023-10,44.52918238567602,11.34795456150653,SWmbPTunoAs0GIuwSo5XYg,0.490031456,13.72,14.05,26.54,3.07,0,7.14,23.5,0.04,5.62,0.12,0.01,0
9,2021-03,44.51803306721072,11.3740144,W8sen6cwhmhK9ICLKKL_qg,0.38219358,0,0,0,0,0,0,0,0,0,0,0,0
10,2023-09,44.43144880395185,11.27632840357182,HqALa7tBXpnAbKlMyshxLA,0.705261563,8.69,1.23,24.06,12.66,0.05,3.95,34.74,0,1.71,0.04,0,0
11,2023-09,44.43828503,11.27786604260225,Y34st2oHN80f97_l2arghw,0.745252635,0,0,0,0,0,0,0,0,0,0,0,0
12,2023-07,44.44507235787078,11.27941362861349,FE5ytRa5zJW23DLaYfRi0Q,0.784461978,8.18,2.04,36.34,12.65,0.21,1.28,32.49,0,4.28,0,0,0
13,2023-07,44.48093450719551,11.43120731408042,uUX7WI9jwGwudqj9TdF9lQ,0.083988219,0.5,0.51,40.61,26.5,1.22,5.75,16.44,0.05,4.06,0.09,0.3,0
14,2023-10,44.48067931757605,11.42987494,rw-j_49hfoltyHswgDr1ZA,0.091831986,0,0,0,0,0,0,0,0,0,0,0,0
15,2023-09,44.49172162,11.27048986315321,3I-0SdYqSYejdRvkoHgpCA,0.932132653,0,0,42.2,9.7,0.63,0.12,35.34,0.02,5.79,0.4,0,0
16,2023-09,44.49862216299397,11.27169460744833,Ioln0BZM7KWjjHKZ3jsOng,0.896162276,5.71,0.15,40.51,13.86,0.1,3.95,27.88,0,2.38,0.08,0,0
17,2023-09,44.50543713789189,11.27300907729058,zZ4-V94lyDgWg-pxCxfkQA,0.857867724,1.85,1.19,45.05,4.51,0.03,3.33,36.29,0,4.71,0.31,0,0
18,2023-09,44.51124585050879,11.27675433130508,gUcwMhIB4haaZoDwSExcJw,0.82445515,2.29,0.72,43.23,8.99,0.34,5.33,33.26,0,2.48,0,0,0
19,2023-09,44.51659837406611,11.28137301976772,VQzgaBQVnr48kv29lNLIDw,0.7903761,11.49,4.59,42.24,1.64,0.26,1.88,33.81,0,3.6,0.05,0,0
20,2023-09,44.52181048200561,11.28604544202217,tMeF7lr42Zh0RHKC3ED-aw,0.754677757,0.83,0.05,43.46,12.84,0.21,1.03,34.62,0,2.95,0.12,0,0
21,2023-07,44.52404472839444,11.29252971637096,z24Uga6CybxC26CCae62pg,0,1.82,1.08,38.58,4.4,0,10.71,34.93,0,7.75,0.43,0.01,0
22,2023-07,44.48614756395151,11.26439474585099,crRaZd2vSmcOfU6eFfa6gw,0.927692774,0.04,1.16,31.96,28.79,0,2.74,24.13,0,9.39,1.12,0,0
23,2023-10,44.47979044,11.44716405,sdSGeri0zcqWs7IH8xFn3w,-0.010071299,1.48,0,33.74,21.12,0,0.11,39.36,0,2.24,0.08,0,0
24,2023-10,44.48067114,11.44033764787581,j17dI7Ost92Jvup0nsxiPg,0.030186621,5.65,0.07,42.16,11.05,0,4.01,33.73,0,0.73,0.14,0,0
25,2023-10,44.48067475,11.43324633,szdGI36xofUgWgbasOFNVg,0.071968004,0.13,0.15,44.56,8.64,0.32,7.1,34.33,0,1.7,0.38,0,0
26,2023-08,44.48466361394283,11.25849680413799,GACqG0_lBnS9kW2ItS_VdA,0.896673899,0,0,0,0,0,0,0,0,0,0,0,0
27,2015-07,44.49726005125262,11.35050755886042,InttJ2mm5Y-b7rdeAj19RQ,0.549755715,11.29,39.27,1.05,21.35,0,11.21,12.9,0.01,0.74,0.1,0,0
28,2022-07,44.46596359668834,11.4206858,5j7mpYfNi-_qc_mgdp3WHQ,0.141113352,0,0,0,0,0,0,0,0,0,0,0,0
29,2020-08,44.4912635,11.34653063591532,VpEv9OK5-RIvK9PHbNfRSg,0.578932144,16.84,43.28,1.18,0.08,0,2.98,5.41,0.16,0.02,0.36,6.62,0.06
30,2022-04,44.48134437073809,11.34941003082717,bZ8kUVcMBEF3evPiSf9hnQ,0.565939479,3.67,40.29,8.03,15.41,0,0.77,21.23,0.14,6.82,0.33,0.31,0
31,2022-04,44.47999196696204,11.34818175,583de-GL3mYxDVdCyVEAmg,0.573088351,1.64,15.28,4.2,55.9,0,6.06,10.26,0.02,3.29,0.15,0.64,0
32,2022-04,44.48280361684505,11.34310124551276,Uyi4XUQiGaqII8MJ0kWb-w,0.60303332,1.98,0.49,19.1,37.52,0.16,16.84,22.17,0,1.74,0,0,0
33,2022-03,44.48233901,11.27643001412315,56Faex6RMQQOhcR-mAiJng,0.993458885,0.1,26.45,15.71,18.19,0.16,16.29,18.71,0.13,1.07,0.61,0.01,0
34,2022-03,44.48146916,11.27574018695323,BJ7lNskdqZslvkbybrjCAw,1,2.52,48.61,9.46,9.19,0,9.37,14.9,0,4.86,0.17,0.02,0
35,2022-03,44.48007399100139,11.27300331,FA_UmNiajeb70R4z0rxn3g,0.981900058,0,0,0,0,0,0,0,0,0,0,0,0
36,2022-03,44.48263266176288,11.27523612587451,upWzzxjTikY10nnUh-_6kg,0.992529028,0,0,0,0,0,0,0,0,0,0,0,0
37,2023-10,44.47902035439485,11.27233057819798,33T9WK21B9a7ceIwkwWJbA,0.975266311,8.79,6.43,40.96,8.47,0.33,6.8,19.4,0,7.03,0.14,0.35,0
38,2023-10,44.48401336,11.27233989548627,fSAJwwAYVfvG25GdyC8mCg,0.974978282,0,1.21,35.88,21.38,0.15,0.12,28.3,0,10.58,0.84,0.03,0
39,2022-03,44.48329444150055,11.27269365510204,QmEDE05wzGixHDjFy1lztw,0.97907483,23.7,3.58,17.98,13.76,0.97,0.06,25.55,0.01,1.53,0.1,0.48,0
40,2022-03,44.48538812089655,11.27010538010103,IY6-2emuKYYJXAKwuiiOpA,0.95955979,0.26,8.93,37.41,28.13,0.21,0.51,24.15,0,0,0.05,0.05,0
41,2022-03,44.48524667941396,11.26421049,gcGfBxOXwJAOeuT3uCOp5g,0.928514294,1.17,9.85,27.74,23.04,0,0.06,37.1,0,0.45,0.21,0.01,0
42,2022-03,44.48702669330427,11.26102777167282,Ws3W2uHD19v1RL2HX9a_oQ,0.907336568,0,0,0,0,0,0,0,0,0,0,0,0
43,2022-03,44.48685731181178,11.25954322,7RT9LSO38rbr6nohrRhwUA,0.89942609,2.13,37.25,15.05,5.23,0,18.36,14.72,0,6.58,0.01,0.07,0
44,2022-03,44.48794409835996,11.26239834,rm1vq_UzBwf2QoGJmsxlZA,0.912622023,0,0,0,0,0,0,0,0,0,0,0,0
45,2022-10,44.52572209518829,11.35824083,xXl0fGWR2QmZEFcawczhJA,0.448395338,0.07,2,43.77,13.14,0.23,3.11,25.25,0,8.8,1.8,0.02,0
46,2023-08,44.52614463967919,11.35708393332086,AU_bsXjCQ_Ex0bS1t7TNvA,0.453198545,0,0,0,0,0,0,0,0,0,0,0,0
47,2022-07,44.52774827222105,11.35316273384854,Ij4rLLmgrJ1x-Ahzspl73g,0.468546147,5.2,16.97,32.98,2.86,0,1.11,29.93,0,6.47,0.45,0.29,0
48,2023-07,44.52480139437893,11.3587416,#NAME?,0.448324921,0,0,0,0,0,0,0,0,0,0,0,0
49,2023-10,44.49588189813826,11.29706527025079,A-R91wOlTeEfitl_-XGPpw,0.848347936,0,0,0,0,0,0,0,0,0,0,0,0
50,2023-10,44.48918059298322,11.27214001797519,O2FOl75Zg5K9NFHtgg2zcw,0.949856884,2.26,6.15,17.89,25.71,0.01,0.65,31.53,0,2.58,0.56,0.19,0
51,2022-11,44.52859072025761,11.35886455968932,3KGhZz7PSRq_XCSFkgxE_g,0.437013787,0,0,0,0,0,0,0,0,0,0,0,0
52,2022-11,44.52513902180766,11.35877594618199,abDyj_3d8EO6Mofmn_CjLw,0.447222351,0,0,0,0,0,0,0,0,0,0,0,0
53,2023-10,44.52745640289146,11.35377803847545,RWV09nA_jgCTWb2F0nrH1A,0.466306216,0,0,0,0,0,0,0,0,0,0,0,0
54,2023-10,44.52955072588688,11.34703151157213,OBb2rEK3DI5KdoZpr3wTGw,0.493349859,0.03,1.21,34.89,7.07,0.01,8.16,29.46,0.03,10.02,0.34,0,0.26
55,2023-09,44.53090545913524,11.34018372716318,b68QoO2_I33xo7GssnP1ww,0.521446532,0,0,0,0,0,0,0,0,0,0,0,0
56,2023-10,44.53216730624603,11.33332680104281,tiNfgfmBAzb-V1VQHtklig,0.547947108,4.56,4.31,28.6,9.45,0.03,3.81,29.16,0,5.68,0.13,0,0
57,2023-10,44.53223363042134,11.32634064233089,FGzuiGtPdlSz8rwXGXW63A,0.577688225,0.85,0.54,38.08,13.23,0,1.27,30.34,0,5.57,0,0,0
58,2023-10,44.53038387853469,11.31955977760566,4fRMsLW1obgrvyR5qh1I8A,0.613063308,0.3,1.08,41.23,6.59,0,9.5,29.19,0.01,5.99,0.11,0,0
59,2023-10,44.52739993980249,11.31325375161559,qvjVb0uzMd_mBDfOA0rwWQ,0.6505861,0,0,0,0,0,0,0,0,0,0,0,0
60,2023-09,44.52500214,11.30678300356247,EJlrmI8V-jn1RM_YLIDkxg,0.684971365,0,0,0,0,0,0,0,0,0,0,0,0
61,2023-09,44.52455167003743,11.29977862064278,55bPktj48vxMmuB2-t4Wag,0.709319663,2.1,6.62,32.14,2.55,0.32,4.27,36.91,0.05,3.54,0.5,0,0
62,2023-08,44.49185488234178,11.26342442885532,9QM8iL6Yjkxza-mvayDG8g,0.905078842,0.02,5.77,43.13,15.91,0.81,0.62,29.44,0,4.07,0.14,0,0
63,2023-10,44.49315517087057,11.25651346547988,HWvP9Hn34Cpqplopztfk0w,0.867433527,2.34,1.6,40.48,26.59,0.23,1.09,20.24,0,5.96,0.01,0,0
64,2023-10,44.49204783254484,11.24960820495425,YbU0KQBRHJOtdzcnbDiI0Q,0.833893776,1.25,9.11,45.12,7.24,0.26,2.48,26.36,0,4.44,0.24,0,0
65,2023-10,44.49127032636665,11.26635917,U5UCHa7aeQqaOTrgmcffKw,0.920063104,1.13,0.17,27.25,25.95,1.98,0.14,23.09,0,4.81,0.25,0,0
66,2023-10,44.49172192677246,11.26715888906951,Dz92-mWWidEKfVRMqHNnAg,0.921224225,3.45,0.83,44.2,29.73,0.86,0.04,14.45,0,5.03,0.11,0,0
67,2023-08,44.49123124954476,11.26677585835321,ChcY9qLpP-t-nrjMhAyGRg,0.921910359,0,0.13,28.24,42.93,0.45,0.37,24.63,0,1.84,0,0.02,0
68,2023-08,44.48295181569612,11.26075693361739,uOf3_EOx82Q5FopTSCYTGQ,0.911288032,0,0,0,0,0,0,0,0,0,0,0,0
69,2023-10,44.47909841667547,11.27155141242421,t-JmZwlhZ1sFIlohx3x2bw,0.971641181,0.07,14.28,34.89,19.44,0,2.96,25.95,0,1.92,0.32,0.14,0
70,2022-03,44.47649235549986,11.27492219017866,rj72Iazecj91cPR_b3VXeg,0.97028344,0,0,0,0,0,0,0,0,0,0,0,0
71,2022-01,44.47457778,11.27491667,CAoSLEFGMVFpcE5KVzZhUTR2VnpoYTZKcGw3S2laQlpxajBXcXBObHhGUnJHV0xr,0.959107363,0.22,56.99,9.51,2.83,0.01,5.78,20.94,0.01,0.03,0.64,0.09,0
72,2022-03,44.47043951030473,11.27341565072676,cBaVxX4Bn8d3wVpPtJ8i4A,0.933586149,1.8,1.3,19.83,39.28,0,6.8,16.9,0,0.45,0.02,0.15,0
73,2023-10,44.47325579,11.27240457524308,5qirMXd5tZksbS7MFrSVfg,0.947768582,0.7,31.28,14.85,18.91,0,2.55,29.46,0.01,0,0.97,0.14,0
74,2022-03,44.47635950386169,11.27054146,VBig01Yk8L53DWCV7jMTjA,0.957051105,1.16,64.82,9,3.32,0,2.62,15.22,0,2.22,0,0,0
75,2022-03,44.47974061476183,11.26888053743543,k0rOOtmM59X1sEb-IP9Xgw,0.958319758,1.66,16.11,20.98,15.53,0.26,9.6,33.02,0.1,1.77,0.12,0.05,0
76,2022-03,44.48104091320494,11.26393855,_qQaNhFVrzIef_cuVXSLlg,0.93041942,0,0,0,0,0,0,0,0,0,0,0,0
77,2022-03,44.48363069906598,11.26574427129499,R13A4cVQU5LZcIVkwDX_Vw,0.939743151,0,0,0,0,0,0,0,0,0,0,0,0
78,2022-03,44.49319064091208,11.31995949,Cxfbcjw7KvlleWTHvGgmcQ,0.730463532,0.57,50.92,6.47,14,0,9.38,10.37,0,5.84,0.12,0,0
79,2023-06,44.49394698430216,11.31070117685382,N9CUJeIZrF4jj_rHdWlAOA,0.781284623,0,0,0,0,0,0,0,0,0,0,0,0
80,2022-03,44.50259359,11.34485642408323,43znWtqZuyJwmgwvgC5aQA,0.574173969,14.31,39.89,4.75,0.17,0,7.9,25.95,0.13,0.11,0.11,2.04,0
81,2023-08,44.49994444307131,11.34971419786993,SBKH507DqQ7jCz2avuA6rg,0.550760012,4.75,43.37,5.96,0.3,0,2.81,26.82,0.45,1.6,0.48,3.65,0.04
82,2023-06,44.49871389,11.34605278,CAoSLEFGMVFpcE1kVVZwVjJxNElZTFJnZUJyRGlGVHNtMWdpbjNiQmxQeElOSmdZ,0.573443069,16.53,23.57,0.42,3.85,0,6.39,10.45,0.71,0,2.1,2.87,0.37
83,2020-08,44.49593537,11.34976808169311,WuBBTuuaf6M7fUgTTYSZiA,0.555580444,21.56,38.97,2.82,0,0,2.61,14.65,0,0.02,0.05,2.85,0
84,2022-04,44.50117577408615,11.35596911089717,mBzcknaHWG5vxdkcqx7TWw,0.513242981,3.47,25.09,14.97,22.14,0,6.28,24.75,0.01,0,1.75,0,0
85,2022-03,44.50497369586751,11.34457615812999,NYSDT4bYQ434Ps6-6Y-6qQ,0.571428948,0.16,36.61,15.95,2.7,0,8.87,34.54,0.13,0.16,0.18,0.3,0.24
86,2022-03,44.49920767419515,11.35444364225734,abZy9Bj5G5V6FzzFYyqyUg,0.524650185,7.49,41.84,5.55,12.9,0,1.48,21.09,0.02,5.82,0,0,0
87,2023-07,44.50054945954428,11.32911153807021,4lgLUtFpAvA0PnCui-fFvg,0.666046897,0.31,19.4,10.27,29.21,0.01,3.68,31.96,0.22,2.33,0.15,0.23,0.02
88,2023-07,44.48965364,11.33078230818469,hzGVJY_6WvUN2Q-OyP_0qg,0.672128292,0,0,0,0,0,0,0,0,0,0,0,0
89,2021-03,44.48575898743032,11.34457433763567,p1S7HKbjs2JoX__aDTPBdA,0.593644966,0,0,0,0,0,0,0,0,0,0,0,0
90,2020-08,44.48797463923913,11.34794870648495,yihOa2cN-eASv0rw7DBJMg,0.572827,0.35,64.25,3.93,0,0,8.14,17.11,0.17,0,0.26,0.19,2.86
91,2022-03,44.48552800087212,11.34780346219015,dE8QAkqTtH_ktUhByZaRtA,0.574733012,0,0,0,0,0,0,0,0,0,0,0,0
92,2019-05,44.49936730735565,11.32724507977593,kMH-hk3Fqe9lLGXmmdZDgg,0.678734189,0,26.62,21.4,21.5,0,2.36,26.8,0.62,0,0.09,0.38,0.14
93,2022-03,44.50506154721967,11.34128607,02FBfhWlg2KqsjusfGS3Yw,0.589551225,0,52.15,5.41,0,0,18.57,23.28,0.09,0,0,0,0.48
94,2020-08,44.49021829,11.33163249440041,CygmvYVjdLOGrZOxmFSAeQ,0.666674442,0.13,58.49,4.73,0.36,0,2.86,26.78,0.06,0,0.04,0.3,0.1
95,2020-08,44.49036236302464,11.33729430268981,6ntZl_VArx1vvQkVv1fMDg,0.633559871,0,0,0,0,0,0,0,0,0,0,0,0
96,2022-05,44.50808505,11.34958406632458,9esw1KD--NHHHdJSRdl4Nw,0.537515727,1.56,27.09,3.9,32.76,0,12.72,21.4,0,0,0,0.01,0.37
97,2022-05,44.51125531264743,11.35040129869424,AtdQFJlSRLXXCRXLYUu86Q,0.526383875,0.59,22.51,14.43,21.47,0,8.31,30.99,0.16,0,0.94,0.16,0
98,2023-07,44.51040427724345,11.35684978301815,MPQmJtG1uV2AjqGW92cD0Q,0.492606387,0.43,15.73,20.63,17.77,0,11.01,33.1,0,0.2,0.25,0.77,0.04
99,2022-05,44.50857570433568,11.34939860246688,rQrtOn3K3002stMXsFnLiA,0.537553198,2.56,52.09,7.06,6.03,0,15.37,16.5,0,0,0,0.08,0
100,2022-05,44.50957740115431,11.34995871938616,9Wh7x5eYRtCm7QfUtgXAAg,0.532397052,0.04,24.37,7.68,27.39,0,5.71,33.17,0.37,0.13,0.83,0.25,0
101,2022-05,44.50712727615649,11.34465533096822,ETiw4u21eBpI9ZbiZNfAMg,0.566724982,0.14,34.98,22.58,0.09,0,0.6,34.64,0.5,6.43,0.01,0,0
102,2022-05,44.51231323657313,11.34527164374914,X2NdLfDu0eF-TUCPUTGlxQ,0.551824208,0.48,25.66,2.28,34.88,0,13.31,19.17,0.11,0,0.08,0.02,0.06
103,2022-05,44.51060766245838,11.34481103973727,us5of1ZE7d-_eOL0OvG8AQ,0.558305796,0,0,0,0,0,0,0,0,0,0,0,0
104,2022-05,44.51154345208383,11.34298455593676,v1AT7HFU9uwtkSp2AlgCzQ,0.565979177,0.63,28.69,4.98,25.22,0,3.64,36.08,0.17,0,0.06,0.17,0
105,2021-08,44.51244529863767,11.34337946492845,tZJOanQ8sRpU4rU8ASRf9A,0.561668434,0.36,31.7,9.04,16.7,0,2.55,38.58,0.29,0.01,0.14,0.08,0.12
106,2022-05,44.51220706722491,11.34520836694678,Y-qQDXCizOKsfoLTAzrKQw,0.552418428,0.88,18.29,6.87,32.06,0,2.39,37.34,0.02,0.74,0.25,0.19,0.21
107,2022-04,44.50054036970445,11.34711755137822,Fmhtfb2Nkrh7kLgD8oN4wg,0.564694503,10.32,35.66,7.17,0.36,0,0.71,28.19,1.22,0.64,0.37,5.34,0.45
108,2018-09,44.5195996,11.3433667,CAoSLEFGMVFpcE9aOEdIZ1NKVGhUWXRkbkczRVA4cFBiRWk1US13dTVhYWN4SG01,0.542574415,18.54,10.26,12.33,11.41,0,0.49,35.89,0.02,0.34,0.77,0.08,0
109,2020-08,44.51307832104515,11.34158915,Kai7lA6SwageGn02d9GFjg,0.56963565,0.25,28.81,16.38,11.16,0,13.58,26.59,0.44,0.48,0.51,0.01,0.02
110,2023-10,44.49739167,11.34491944,CAoSLEFGMVFpcE9BTmFFSVNxT21sSGdiQUxDckJKSjBmMVVTOWVVckdia3Y3TlFT,0.581741451,10.49,59.06,0.92,0,0,0,7.35,0.4,2.46,6.17,1.77,2.66
111,2023-10,44.50026667,11.34302222,CAoSLEFGMVFpcE1wVFJZVDNrR2YtLVZTY0d2VUVxVGM5YmJKMGtxQlJDRzE3dXhN,0.588396038,17.47,33.86,0.29,0.7,0,3.67,10.58,0.28,0,0.56,0.14,0.06
112,2020-08,44.50232883542069,11.35153412307537,AfkKot0inJhDpCkgOFQxEA,0.5368211,4.04,56.41,8.88,7.7,0,0.23,20.97,0.45,0.02,0.09,0.02,0
113,2022-03,44.50463111110761,11.34033432328268,fLAFan_I4i9c-Vo_ZU9Sbg,0.595686133,0,0,0,0,0,0,0,0,0,0,0,0
114,2023-04,44.50368363189484,11.33903674116632,1z5s3CInSU2GpfyLBi0-xQ,0.604757987,0.12,42.36,9.69,4.13,0,8.39,33.97,0.31,0,0.59,0.1,0.27
115,2023-10,44.50284096588411,11.33675398215627,aB5TEiBoERdfl8IJcrC4YQ,0.619093117,0.22,39.72,4.79,13.33,0,5,35.89,0,0.13,0.37,0.05,0.1
116,2022-02,44.50294509104226,11.34382306,WdS5-oxEs3LuvGPAtJNhuw,0.579374456,0.23,59.47,4.18,0.54,0,22.02,11.59,0,0,0.41,0,0
117,2020-08,44.49889034719624,11.33542502,HhZad0-_bJd-bCI2flIthQ,0.633665075,0,0,0,0,0,0,0,0,0,0,0,0
118,2020-08,44.498824,11.34077573234201,ySC2H4Ea7xAVybVnHeCsYw,0.603404342,0.31,66.96,2.99,0,0,5.67,15.36,0.15,0,0.29,1.16,0
119,2020-08,44.49341537933442,11.35039549045635,ZF-x3Zqv6yt8jzVSKxbkBw,0.554537824,4.6,65.82,1.91,0.01,0,15.06,10.72,0,0.05,0.09,0,0
120,2022-04,44.50026444394388,11.34820908412718,WMnJY7dn1NNIO8dICxyN7Q,0.558889043,4.62,45.36,5.33,0.5,0,9.36,28.58,0.13,0.82,0.18,1.23,0.53
121,2022-04,44.49430590743408,11.35693711483724,OPUx7tThG8qPi3UU9-3Amw,0.515649115,1.24,23.18,17.4,20.69,0,9.44,25.84,0.95,0.03,0.62,0.27,0.02
122,2019-04,44.50869650299105,11.43639834331377,#NAME?,0.039910817,0,0,0,0,0,0,0,0,0,0,0,0
123,2022-07,44.50216717,11.44193365,AznU2o41kigL0EvBocV4UQ,0.013229624,0,0.35,44.68,13.27,13.85,0.02,13.64,0,0.08,0.09,0,0
124,2022-04,44.50431718193528,11.43452875983475,9zzb56ZzTDYeTlrERwVNMw,0.054788214,0.44,31.68,5.58,23.08,0,12.1,23.43,0,3.2,0.06,0,0
125,2023-06,44.49823741770429,11.41951632957216,H3gGRqMEU38ZAWnOw5Qx3Q,0.147134623,0.11,1.11,27.33,44.78,0,0.21,25.55,0.01,0.02,0,0,0
126,2022-07,44.49838805849372,11.42200646139575,Np9QW9O4Z6C1nubUV6kSnw,0.132458444,0.09,3.5,18.86,45.49,0,0.69,26.24,0.09,3.87,0.25,0,0
127,2020-08,44.49355927528106,11.34952511298311,AxJblVNMYK-dvj3fm7DFJQ,0.5594646,0,62.19,1.92,0,0,10.06,19.6,0,0.02,0.06,0.06,0
128,2020-06,44.49129679891705,11.341621,CAoSLEFGMVFpcE90ZDc5am5NTkdFSl9wWDYySFNEZjhwWWlQY3NxWDdCSnVIZTZy,0.60753767,41.5,0.29,0,0.96,0,0.06,0.14,3.06,0,0.01,0.02,0
129,2020-08,44.49305497032888,11.33620999,wjqDJCqCLDiJspksjnn_qg,0.637233679,0,0,0,0,0,0,0,0,0,0,0,0
130,2020-08,44.49062077083531,11.33623464907816,uXc6YTVuMwEZS9CqQ_3bJw,0.639513429,0,0,0,0,0,0,0,0,0,0,0,0
131,2020-08,44.49060480621396,11.34466758,Tu3ogebunG6PvTSm6-VfJQ,0.590330852,0,63.26,2.52,6.25,0,3.99,22.92,0,0.04,0.85,0.04,0
132,2020-08,44.48780877653721,11.34055091821541,QYmW7LWCXgcEDwmklA7tcA,0.616315113,2.26,81.08,1.64,0.21,0.25,0.5,10.94,0.08,0.4,0.45,0.02,0.06
133,2020-08,44.48617156587834,11.34605088434417,enYSMVKjhGS1tzX1ZDiM7Q,0.584806611,1.71,26.09,1.97,33.92,0,5.21,30.89,0.08,0.01,0,0.03,0
134,2020-08,44.48571931979355,11.35046115,SowlY3dZ35ZLbWv2MtOQdA,0.559035324,0.16,70.48,3.59,2.03,0,1.34,21.78,0,0,0.04,0.03,0
135,2020-08,44.48704406896137,11.35337300522303,mqj_uGUIz7voWrfiFy_lOw,0.541412493,0,0,0,0,0,0,0,0,0,0,0,0
136,2020-08,44.49077842577231,11.35544356133464,qFeL_5kF0yvgqR55xzr1-g,0.52719842,0,0,0,0,0,0,0,0,0,0,0,0
137,2023-07,44.47984109372392,11.36142647,iLZYBot2mTU0cGMz7DncLA,0.495048571,4,11.28,9.45,53.33,0,3.28,15.64,0,1.12,0,0,0
138,2022-04,44.48982469644459,11.35806915085122,7K5uxrJbXVFXExIVh0Am-A,0.512429101,0.59,48.8,7.58,2.24,0,7.44,23.8,0.35,0,0.04,1.15,0.03
139,2023-06,44.48705241174947,11.36527713428501,4mkTJmWS9NdDVGJBZgWtLA,0.47142709,3.71,44.9,5.96,3.82,0,1.26,27.84,0.44,0.31,0.25,1.2,0
140,2022-04,44.49220794989825,11.36780042337005,aRN346sy2jjV-8t_GEwizg,0.453906733,0,0,0,0,0,0,0,0,0,0,0,0
141,2022-02,44.49237518,11.37029485702761,llSzrBVFrU4c8VDP8L7Q2g,0.439193941,0.86,64.41,7.75,0.02,0,16.62,8.37,0,0.21,0,0,0
142,2022-03,44.50417559329476,11.36555963583242,TkGf1DKK7GIgRf__QGB2_w,0.454138559,0,0,0,0,0,0,0,0,0,0,0,0
143,2020-08,44.49848860833831,11.33422840760549,T_HkWJ0OtagkzqYl5G-_NA,0.641096148,0,0,0,0,0,0,0,0,0,0,0,0
144,2023-06,44.50377227673891,11.43806649242382,G2jUsQ0J0PL8p_h6YnHN5Q,0.034594216,0,0,0,0,0,0,0,0,0,0,0,0
145,2022-04,44.50288011911388,11.43581406693534,8TW1boLvyEuTfgux_4v6Iw,0.048451305,0,0,0,0,0,0,0,0,0,0,0,0
146,2023-10,44.50204772851504,11.31955391946703,1hv6vjJ6A08lmAY5E6GFlw,0.714794926,3.6,28.11,18.96,9.84,0.01,1.45,23.24,0.02,0.21,0.15,0.07,0
147,2022-03,44.50332976990894,11.31593881636975,d2Z_mSkigSf9LyNMuQfDwg,0.730394215,0,0,0,0,0,0,0,0,0,0,0,0
148,2023-09,44.50464802230165,11.30867607220232,puavhZVSDHbSalHf_vs2MA,0.76270444,0,0,0,0,0,0,0,0,0,0,0,0
149,2023-06,44.50743201405985,11.30363895010077,18plhKFn0gTwmcVI55Q9tA,0.775454368,0.71,39.57,14.07,4.64,0,5.94,33.72,0.2,0.67,0.36,0.03,0
150,2023-08,44.50506175113642,11.39708756318853,AlLVwbeJlxUucwAfBS45jA,0.271638276,0.12,1.16,36.06,30.49,0,0.41,30.34,0,0.63,0.31,0.06,0
151,2023-08,44.50445893451698,11.39118931520398,3X7HpXodXTu1CfJ4phhvsg,0.306422439,0.43,3.78,29.57,25.24,0.03,0.18,32.72,0,6.19,0.38,0,0
152,2023-06,44.50670452746818,11.42525358639402,tjbULafXPdjQMRRZSBnttg,0.106612996,0.29,3.81,41.24,9.86,0,8.49,29.12,0,6.54,0.07,0,0
153,2023-10,44.50392108,11.34374826419164,5v7deTy_lWH4VzmiMf5mDQ,0.578027475,0,0,0,0,0,0,0,0,0,0,0,0
154,2020-08,44.49976157454573,11.33788408162938,ssv94wm7v29wOk7i5OU80g,0.618317477,0.46,68.61,3.59,0.13,0,8.73,13.91,1.1,0.04,0.03,0,0.03
155,2020-08,44.49410216245595,11.33938475,F2xRRpGEQXjJFxqYTdMcCQ,0.617692804,0.77,59.67,2.89,0,0,9.04,22.6,0.01,0.03,0.01,0.43,0
